product_type,premium_mode,payment_method,agent_channel,underwriting_class,e_bill_enrolled,portal_account_created,customer_service_contacts_30d,email_open_rate_30d,age_at_issue,credit_proxy_score,has_prior_aaa_membership,tenure_aaa_membership_months,uw_decision_days,first_premium_paid_days,face_amount,lapse_12m
term_20,monthly,ach,captive,preferred,0,0,0,0.4669462549376105,50,0.7110226217099951,0,0,7,2,334118,0
term_10,monthly,credit_card,captive,preferred,0,0,0,0.5538486269689057,46,0.8592821174321069,0,0,2,1,279794,1
term_20,quarterly,credit_card,captive,standard,0,1,2,0.2855261867185414,38,0.4362233899677162,0,0,25,5,319594,1
term_20,quarterly,credit_card,independent,pref_plus,0,1,0,0.2515844004780049,64,0.6799385412349679,0,0,9,3,290206,1
term_20,quarterly,ach,captive,standard,1,1,0,0.6141936158235813,68,0.5625498143270699,0,0,5,0,191410,0
whole_life,semiannual,ach,captive,preferred,1,1,0,0.4496164419851172,55,0.6191102747410937,0,0,15,11,145110,0
whole_life,quarterly,credit_card,captive,preferred,0,1,0,0.04870954149200718,24,0.5557393234617207,1,61,13,1,226040,0
whole_life,quarterly,credit_card,online,pref_plus,1,1,1,0.354961988123453,63,0.5453692113841968,0,0,15,0,225891,1
ul,monthly,credit_card,captive,preferred,1,1,0,0.7559948620174881,60,0.4500357198976923,1,75,15,2,208181,1
whole_life,monthly,ach,captive,pref_plus,1,1,1,0.4179245780924611,37,0.4032830048342816,0,0,18,0,193638,1
term_20,monthly,credit_card,online,standard,0,1,0,0.3438017359901656,32,0.7978898800501728,0,0,5,1,255325,1
whole_life,monthly,ach,independent,pref_plus,0,1,1,0.15104123346529486,58,0.2977694487775691,0,0,12,3,355700,1
term_10,monthly,ach,independent,preferred,0,0,0,0.3364337978739579,50,0.596636721634542,1,5,2,0,82002,0
term_20,semiannual,credit_card,independent,pref_plus,0,1,0,0.21724930998572495,57,0.58845850445083,1,96,10,5,150574,0
term_20,monthly,ach,captive,substandard,1,1,0,0.5358409155475437,69,0.5915534128625759,0,0,16,6,270908,1
ul,quarterly,credit_card,independent,standard,1,1,0,0.459858548235222,38,0.7196760270530655,0,0,6,0,101407,1
whole_life,monthly,ach,captive,standard,0,1,0,0.377307415363947,62,0.5332670803262276,0,0,25,4,134531,0
term_10,annual,ach,online,preferred,0,1,0,0.29755643664444537,43,0.717540227599685,0,0,12,0,419247,1
term_20,monthly,ach,captive,standard,0,1,0,0.755288098310512,62,0.9574579593067682,0,0,1,1,294987,1
term_10,monthly,credit_card,independent,pref_plus,1,1,0,0.30893669242690536,32,0.5726018925917248,1,104,16,4,463551,1
whole_life,annual,credit_card,captive,standard,1,1,0,0.3096802566946929,61,0.23424383413566713,0,0,25,6,113361,0
ul,semiannual,ach,captive,standard,0,1,0,0.40140639188570987,55,0.5743416436327845,1,60,0,4,416791,0
term_20,semiannual,ach,captive,pref_plus,1,1,0,0.429376218714454,42,0.5566644784016112,0,0,16,0,145080,1
term_20,monthly,ach,independent,pref_plus,0,1,1,0.5464092602435209,65,0.6723630340891624,0,0,6,3,321623,0
term_20,monthly,ach,captive,preferred,0,1,0,0.6360889517495326,39,0.24106756707284005,1,16,11,4,75865,0
term_20,semiannual,credit_card,online,pref_plus,1,1,0,0.6211146378863585,57,0.6584095097424288,0,0,4,0,273240,0
ul,monthly,ach,captive,preferred,0,1,0,0.9359788702256574,45,0.5241434319622886,1,113,17,0,278875,1
whole_life,quarterly,ach,independent,preferred,1,1,0,0.11142520265794642,27,0.7444924732352837,0,0,10,2,214127,0
term_20,quarterly,ach,independent,preferred,0,0,0,0.49617026586889423,34,0.5066780741426924,0,0,18,5,138605,0
term_20,quarterly,credit_card,captive,standard,1,1,0,0.3458986334485219,60,0.7562373259568349,1,117,5,0,227549,0
term_10,monthly,credit_card,independent,preferred,1,1,0,0.8519519737268759,43,0.32806892665839604,0,0,10,3,269194,1
term_10,quarterly,credit_card,independent,standard,0,1,0,0.485120694865638,62,0.6032009607162624,0,0,0,0,157900,1
term_10,quarterly,credit_card,independent,preferred,0,0,0,0.044065570099144746,26,0.4250704770220025,0,0,27,4,233464,1
term_20,quarterly,check,independent,preferred,0,1,0,0.5368427555622982,58,0.5121397325845513,0,0,23,0,244919,0
iul,monthly,ach,independent,preferred,1,1,0,0.5033664878507969,64,1.0,0,0,25,4,286147,0
term_20,monthly,credit_card,captive,standard,0,1,0,0.6015491632540819,69,0.42907747859525186,1,47,21,6,122604,0
term_10,monthly,credit_card,captive,preferred,0,1,0,0.3052938324229857,56,0.5329328292802947,0,0,8,2,202404,1
term_10,monthly,ach,captive,standard,0,1,1,0.5155654536011908,43,0.3941265295861328,0,0,11,5,264087,1
term_20,monthly,credit_card,independent,standard,1,1,0,0.3959027218788672,23,0.5447408222765601,1,5,13,3,218197,0
ul,quarterly,credit_card,online,standard,1,1,0,0.3157276225940581,30,0.5730070467241971,1,115,14,0,162128,0
term_20,monthly,credit_card,captive,preferred,1,1,0,0.5185447706927416,52,0.4677769782718341,1,53,5,0,324864,1
ul,quarterly,ach,captive,pref_plus,0,1,0,0.48055693864689375,64,0.8837458235584442,1,10,5,1,327501,1
ul,annual,ach,captive,standard,1,1,1,0.6600106386074835,57,0.807930433784252,0,0,3,2,310265,0
term_10,semiannual,credit_card,independent,standard,0,0,0,0.4553977906341423,50,0.4295744878433103,0,0,9,0,220713,1
whole_life,annual,ach,independent,standard,0,0,1,0.570780516842464,63,0.7470074144924985,1,43,10,0,233529,0
iul,monthly,ach,independent,standard,0,1,0,0.20851329155136855,35,0.5135839603400536,0,0,9,0,349878,0
term_20,monthly,ach,independent,pref_plus,0,0,1,0.7289034333843203,36,0.37872397756342585,0,0,13,9,314132,0
term_10,monthly,ach,independent,standard,1,1,0,0.29455986558935476,24,0.4707861923233624,1,29,3,9,351123,0
iul,semiannual,credit_card,captive,standard,0,1,1,0.6305861011684575,51,0.3739262078459359,0,0,6,0,256706,1
ul,monthly,credit_card,captive,substandard,1,1,1,0.5026237504118929,29,0.7694138458574971,0,0,7,0,298751,0
term_20,monthly,check,captive,standard,1,1,0,0.4772647462364929,33,0.4422491450446868,0,0,16,8,303129,0
term_20,quarterly,ach,online,preferred,1,1,0,0.6020690823308466,24,0.8318639485074251,0,0,13,0,365420,1
term_10,monthly,ach,independent,standard,0,0,1,0.022003661197344204,62,0.6253570511329747,0,0,14,7,67645,0
ul,monthly,ach,captive,standard,1,1,0,0.33529513547259754,30,0.527356434988236,1,59,6,5,259825,1
term_20,annual,ach,captive,preferred,0,1,0,0.5992259155089658,63,0.5096224764766263,0,0,12,1,326264,0
term_10,monthly,credit_card,captive,preferred,1,1,0,0.8344186244772716,31,0.9154756411404654,0,0,7,8,344140,0
whole_life,monthly,ach,online,preferred,0,1,0,0.44512835633593534,23,0.60185518643291,0,0,7,0,213783,0
iul,semiannual,ach,captive,pref_plus,1,1,1,0.0,68,0.5092193031667961,0,0,14,6,281187,1
ul,quarterly,credit_card,independent,standard,0,1,0,0.38655620486454,34,0.7536195263992213,0,0,8,2,308836,0
term_20,monthly,credit_card,captive,preferred,0,1,0,0.4379700285068596,56,0.7053986463362567,0,0,11,0,350358,1
term_10,monthly,ach,independent,standard,0,1,0,0.6718918721502856,25,0.4221433373535233,1,81,10,11,278462,1
iul,monthly,credit_card,independent,preferred,1,1,0,0.45966860638188384,29,0.6009443359368928,0,0,4,0,270581,1
iul,monthly,ach,captive,standard,1,1,0,0.19465497610036825,39,0.2744353996034216,0,0,8,1,228340,1
term_20,monthly,credit_card,independent,standard,0,1,1,0.642699309662442,57,0.5939787541632486,1,27,8,6,339708,0
whole_life,monthly,credit_card,captive,standard,1,1,0,0.5636633641854589,20,0.6565567960794484,0,0,9,7,349490,0
term_20,monthly,ach,independent,preferred,0,0,0,0.31018126532101975,51,0.6806157046934339,0,0,1,0,333485,1
term_20,monthly,ach,captive,substandard,0,1,0,0.5939745207556775,59,0.42009529800393297,0,0,7,8,309350,1
term_10,annual,ach,independent,preferred,0,0,1,0.3406771324147846,25,0.4670609229513656,0,0,17,2,269605,1
term_10,monthly,credit_card,captive,standard,1,1,0,0.3903583913069475,41,0.6445309868183193,0,0,14,2,203005,1
term_10,monthly,ach,independent,preferred,1,1,1,0.3440623333553672,67,0.8250868909163556,0,0,9,2,190773,1
ul,monthly,credit_card,captive,preferred,0,0,0,0.38801177097111283,46,0.6165716233145369,0,0,4,2,332386,0
term_10,monthly,ach,independent,standard,1,1,0,0.6313520525522961,57,0.49954069891552666,0,0,12,0,340606,0
term_10,monthly,ach,captive,preferred,1,1,1,0.09284292035924624,57,0.7746402855017747,0,0,17,4,269642,1
term_20,quarterly,ach,captive,preferred,0,1,0,0.6708258687406254,40,0.6232363288258351,1,70,21,3,269573,0
term_10,annual,ach,independent,preferred,1,1,1,0.48526497038436034,55,0.6321721976045929,0,0,8,1,267063,0
term_10,annual,ach,captive,preferred,0,0,0,0.3719829301740509,67,0.7435885342720594,0,0,5,3,345884,1
term_20,quarterly,credit_card,captive,substandard,0,1,0,0.4541526173178428,35,0.582665466083267,1,72,14,2,310521,1
term_20,quarterly,check,independent,standard,1,1,0,0.2682048073327085,22,0.4319833770789373,1,70,14,2,215549,1
whole_life,semiannual,ach,captive,preferred,1,1,0,0.12365530143293774,59,0.5721746816950098,0,0,12,4,290719,0
iul,semiannual,credit_card,independent,standard,0,1,0,0.2738443516501547,35,0.8001847153397498,0,0,8,2,123359,1
term_10,semiannual,ach,captive,standard,0,0,0,0.07090213810325774,52,0.9406812321973078,1,90,4,0,200600,0
iul,monthly,credit_card,online,standard,0,0,0,0.179471568186023,27,0.38062731373928216,1,10,16,6,110072,1
iul,monthly,ach,independent,standard,0,0,0,0.12544968639538645,30,0.8947050273328042,0,0,17,0,181460,0
ul,quarterly,credit_card,captive,pref_plus,0,1,1,0.6947637668613407,57,0.5339572504311575,0,0,9,7,188889,0
whole_life,semiannual,ach,captive,preferred,0,0,0,0.19315777055325356,21,0.6036824062296449,1,74,22,1,83358,0
whole_life,semiannual,ach,independent,standard,1,1,0,0.44175072929276565,44,0.9059765007521621,0,0,13,6,343790,1
whole_life,annual,credit_card,independent,standard,1,1,2,0.6733473337520912,57,0.5262533180115511,0,0,10,8,209300,0
whole_life,quarterly,ach,captive,standard,1,1,2,0.6200177679497696,43,0.5506085520812309,0,0,4,2,224158,0
term_10,annual,ach,captive,pref_plus,1,1,0,0.3909727883628431,28,0.48429809511111244,0,0,1,6,181120,0
iul,quarterly,ach,captive,standard,1,1,0,0.3918847418444054,51,0.6068171195130213,0,0,8,5,295242,0
term_20,monthly,check,independent,preferred,1,1,0,0.486030150450663,25,0.6561170547436749,1,81,14,3,360462,1
ul,monthly,ach,independent,standard,1,1,1,0.8724456475741456,49,0.476326466769532,0,0,26,5,291815,1
term_20,monthly,ach,captive,preferred,1,1,0,0.5326094447560383,41,0.861064891947549,0,0,12,1,277840,1
term_10,semiannual,credit_card,captive,standard,0,1,0,0.5836439831627591,47,0.46548103133857077,1,17,15,9,92044,1
term_20,quarterly,credit_card,independent,substandard,0,0,0,0.9032793605083265,66,0.689711423719775,0,0,7,3,241890,1
term_20,monthly,ach,online,preferred,0,0,0,0.5055652732741932,64,0.6047781624591894,0,0,13,0,301779,0
term_20,quarterly,credit_card,captive,standard,1,1,0,0.6795717899372709,55,0.8238700350866757,0,0,12,1,345934,1
term_20,monthly,ach,captive,standard,1,1,0,0.5455450517370606,44,0.45529239773522545,0,0,6,6,298522,1
term_10,monthly,ach,captive,preferred,0,1,0,0.5426315157604304,59,0.70305591774784,0,0,20,0,417029,0
term_20,monthly,ach,independent,preferred,1,1,0,0.2573322165645738,25,1.0,1,86,11,10,191728,1
term_20,quarterly,credit_card,captive,standard,0,0,0,0.2241695826173004,33,0.3405094117909684,1,16,18,8,191730,1
iul,monthly,credit_card,captive,preferred,0,1,0,0.3475367085806284,43,0.4378944947460804,0,0,12,0,280667,0
term_10,annual,ach,independent,pref_plus,1,1,1,0.6263870433851975,61,0.9751150793014639,0,0,10,6,352216,0
term_20,semiannual,ach,captive,standard,0,1,0,0.6168932310328611,39,0.5758501897416028,0,0,7,0,365108,0
term_20,annual,ach,captive,standard,1,1,2,0.7166372559427441,40,0.6204467557911426,0,0,9,0,87170,0
term_20,monthly,ach,captive,standard,0,1,0,0.4477792630424981,67,0.5401922598364257,1,66,20,1,258834,1
term_20,monthly,ach,captive,standard,1,1,1,0.5575483830378422,68,0.8977530832458173,0,0,6,0,326199,0
whole_life,quarterly,credit_card,captive,preferred,0,0,1,0.5583991184318899,21,0.30955224879324655,0,0,15,5,323969,1
iul,semiannual,ach,captive,standard,1,1,2,0.4285011575046996,48,0.8226660501660383,0,0,10,4,295188,1
term_20,monthly,check,captive,pref_plus,1,1,1,0.3856930651605306,54,0.3340486424681767,0,0,15,4,243182,1
whole_life,monthly,ach,captive,preferred,0,1,0,0.15300034946063834,50,0.3179492005580085,0,0,13,3,10000,1
term_10,quarterly,ach,independent,standard,1,1,0,0.41949308709546956,68,0.4043449190605649,0,0,4,0,414500,0
term_20,quarterly,ach,independent,substandard,1,1,0,0.4291998962219747,65,0.5769893336994679,0,0,12,0,298965,1
term_20,monthly,credit_card,captive,preferred,1,1,0,0.6768774679108465,32,0.4714226392270504,1,81,24,7,179458,1
term_10,monthly,ach,independent,substandard,0,1,0,0.696598370698843,67,0.4607479046629474,0,0,13,1,224090,1
whole_life,monthly,ach,captive,standard,0,1,0,0.4791426661275101,41,0.43303438165120656,0,0,17,8,270850,0
whole_life,quarterly,ach,independent,preferred,1,1,0,0.8626766358208979,20,0.4361475959961082,1,103,13,0,288015,0
whole_life,semiannual,credit_card,independent,preferred,1,1,1,0.4879973968532203,38,0.4320883288412456,1,34,16,3,138817,0
term_20,quarterly,check,independent,pref_plus,0,1,0,0.6565840636364342,31,0.6422750566023944,0,0,7,4,170725,0
whole_life,quarterly,ach,independent,standard,0,0,1,0.42998517462782976,66,0.4855370565670469,0,0,11,7,290021,0
term_20,monthly,ach,captive,pref_plus,1,1,0,0.22196984204215414,50,0.12026421213674182,0,0,17,6,203836,1
term_10,annual,ach,captive,preferred,0,1,1,0.3649561404622719,35,0.5932872668590922,1,28,9,4,107710,0
term_10,monthly,ach,captive,preferred,1,1,0,0.7448101952112239,20,0.7348951677591672,0,0,18,3,186686,0
whole_life,monthly,check,captive,substandard,1,1,1,0.3971595905615991,38,0.5498133252449106,1,21,5,0,249015,0
iul,monthly,ach,independent,preferred,0,1,0,0.3567003679893934,35,0.3730578017867944,0,0,12,2,118880,1
term_10,monthly,credit_card,captive,preferred,0,1,0,0.4491868267066502,42,0.7341059371310905,0,0,10,12,380794,1
term_20,monthly,check,captive,preferred,0,1,0,0.37210058239105637,29,0.35294217414998263,0,0,27,0,345051,1
ul,annual,credit_card,independent,pref_plus,1,1,0,0.688751813079277,46,0.5421882786258577,1,38,9,0,323316,1
ul,quarterly,ach,independent,preferred,0,1,1,0.8270909397162001,46,0.5960652880994214,1,38,14,0,257267,0
term_20,annual,credit_card,independent,standard,1,1,0,0.4511869791094691,56,0.7942483748166086,0,0,0,0,151141,0
whole_life,monthly,ach,captive,standard,0,0,0,0.5580911361128889,49,0.7039922858503477,0,0,4,0,182861,1
whole_life,monthly,ach,independent,preferred,0,1,0,0.6443750230361265,56,0.6429182701053626,0,0,13,0,355848,1
ul,annual,check,captive,standard,1,1,0,0.4717096316552842,29,0.7675072045270109,0,0,10,4,186509,1
term_10,annual,ach,independent,pref_plus,1,1,2,0.2744175824814864,26,0.3915595172450559,0,0,10,5,247391,0
iul,quarterly,ach,captive,standard,0,1,0,0.36811147889623813,46,0.8843948092652554,0,0,10,4,226834,0
term_10,quarterly,ach,captive,pref_plus,1,1,1,0.5324045905591568,69,0.04829343993971014,1,24,10,0,237468,0
ul,monthly,ach,online,standard,0,1,0,0.528762435226209,39,0.8569984713624865,1,116,1,0,239930,0
term_10,semiannual,credit_card,captive,substandard,0,0,0,0.09156229127673404,56,0.4485738238376122,0,0,11,0,230904,0
term_10,monthly,credit_card,captive,standard,0,0,0,0.36267579765877744,69,0.6684322513465429,1,56,10,0,213881,0
term_10,monthly,credit_card,captive,pref_plus,1,1,1,0.3025985845200637,24,0.8607234170740943,0,0,18,0,224459,0
term_20,quarterly,ach,online,preferred,0,1,0,0.6264583563133869,23,0.7009700231172656,1,91,17,1,233303,0
term_20,semiannual,ach,independent,standard,0,1,0,0.31035181330839845,53,0.6670353541551278,0,0,0,4,174447,0
term_10,monthly,ach,captive,preferred,0,0,1,0.3577706739044198,62,0.7559389710472947,0,0,7,1,137937,0
term_20,monthly,ach,independent,preferred,1,1,1,0.3507817070281153,53,0.3336108657904738,0,0,22,9,220375,1
term_20,quarterly,credit_card,captive,preferred,1,1,1,0.6082663387524228,69,0.3606096478521955,0,0,17,12,179975,0
ul,quarterly,credit_card,independent,pref_plus,1,1,1,0.643768866334276,21,0.6488443064150511,1,5,14,2,244719,0
ul,monthly,credit_card,captive,preferred,1,1,1,0.5487147101490949,47,0.5644305968655958,0,0,8,0,164646,0
whole_life,monthly,credit_card,captive,pref_plus,0,1,0,0.671281886664413,55,0.5436942182594581,1,6,16,0,98605,1
term_10,monthly,ach,independent,standard,1,1,0,0.6970830336663506,54,0.8228760130679493,1,105,2,1,366368,0
term_20,monthly,credit_card,online,preferred,0,1,1,0.0879382719439713,21,0.8072665817858099,0,0,8,5,199394,0
iul,monthly,credit_card,captive,preferred,0,0,0,0.568382270049225,26,0.4342676782756637,0,0,14,0,72099,0
term_10,quarterly,check,captive,pref_plus,1,1,1,0.3760402637203181,69,0.6796356194793365,1,75,15,0,309462,0
term_20,monthly,ach,online,substandard,0,1,0,0.198650318925708,37,0.31842219262479415,0,0,13,4,210638,0
iul,quarterly,credit_card,captive,standard,0,1,0,0.38605310367992884,29,0.31409261713552855,0,0,14,0,244554,0
iul,monthly,ach,captive,standard,0,0,1,0.5961721432487903,29,0.43928747377975336,0,0,12,0,259374,0
term_20,monthly,credit_card,captive,standard,0,0,0,0.7410494573786233,28,0.5904651822831769,0,0,10,0,323613,0
whole_life,monthly,check,captive,standard,0,0,2,0.1809800294645626,49,0.4824495677485815,0,0,20,1,267136,0
term_20,monthly,check,captive,preferred,0,0,0,0.5736831590426398,45,0.6812186659122487,0,0,23,3,130645,1
ul,monthly,ach,captive,standard,0,0,0,0.8431257912485728,67,0.5972401204276843,0,0,11,0,146994,1
term_10,monthly,ach,captive,preferred,0,0,0,0.8161507300080708,43,0.8005360232360614,1,106,4,3,127767,1
term_10,monthly,credit_card,captive,standard,0,1,0,0.0,21,0.6982149284272592,1,26,10,5,202906,0
whole_life,monthly,credit_card,independent,preferred,0,1,1,0.8857760143672266,46,0.4130645605775584,1,56,12,4,273857,1
term_10,annual,check,captive,substandard,1,1,0,0.6422082207221358,44,0.7621124223737034,0,0,0,11,177721,0
whole_life,quarterly,ach,independent,preferred,0,0,0,0.0,36,0.4448483048343753,1,61,20,1,188458,0
term_20,monthly,credit_card,captive,preferred,0,0,1,0.29686780560178694,56,0.6740645556205547,1,35,8,2,185137,0
ul,monthly,credit_card,captive,standard,1,1,0,0.7015528157522698,67,0.5113880696309008,0,0,7,8,195994,1
ul,monthly,ach,captive,pref_plus,1,1,0,0.5220571035756426,41,0.8383344773108188,0,0,9,3,297219,0
term_20,monthly,ach,captive,preferred,1,1,1,0.33520885404139167,56,0.7316133395440816,0,0,9,9,220021,1
ul,quarterly,credit_card,independent,standard,1,1,0,0.46329254877536363,46,0.4753283188226376,0,0,12,6,331904,1
term_20,quarterly,ach,captive,standard,1,1,1,0.5591837837130428,56,0.5305174855819762,1,77,16,3,200933,1
term_20,monthly,credit_card,independent,standard,1,1,0,0.3341462081841775,42,1.0,0,0,19,2,246010,0
term_10,quarterly,credit_card,online,preferred,1,1,0,0.4245765188356019,32,0.37302867307313353,0,0,16,2,228280,0
ul,monthly,ach,captive,preferred,0,1,0,0.6293834212622044,49,0.4704158014172539,1,15,6,2,266947,0
ul,monthly,ach,online,pref_plus,0,1,0,0.3098361861469645,39,0.4792171026023218,1,43,11,0,286830,1
iul,monthly,check,captive,standard,1,1,0,0.17860236103809368,23,0.39139213835579295,0,0,12,5,246400,1
ul,quarterly,credit_card,captive,standard,1,1,0,0.32253755470886847,57,0.41030635087824274,0,0,13,10,459969,0
iul,monthly,credit_card,captive,pref_plus,0,0,1,0.2722175275035149,47,0.5804402475565004,1,119,14,0,366777,1
term_10,semiannual,credit_card,independent,pref_plus,0,0,0,0.3290265694652456,50,0.6857759361727962,0,0,12,7,201645,0
iul,semiannual,credit_card,independent,pref_plus,0,0,0,0.10450826966054289,45,0.3132338977833438,0,0,11,3,353047,1
